id,nom_aliment,colonne,ancienne_valeur,nouvelle_valeur,unité,source_principale,source_secondaire,justification,niveau_de_confiance,date
30366,Salami type danois,Vitamine_B9_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Salami, dry or hard, pork, beef",,"Salami type danois ; proxy ""salami, dry or hard, pork, beef"" (style danois non distingué).",Moyen,2026-08-04
30366,Salami type danois,Vitamine_D_µg_100g,,0.9,µg,"USDA FoodData Central (SR Legacy) — Salami, dry or hard, pork, beef",,"Salami type danois ; proxy ""salami, dry or hard, pork, beef"" (style danois non distingué).",Moyen,2026-08-04
30366,Salami type danois,Vitamine_B12_µg_100g,,1.15,µg,"USDA FoodData Central (SR Legacy) — Salami, dry or hard, pork, beef",,"Salami type danois ; proxy ""salami, dry or hard, pork, beef"" (style danois non distingué).",Moyen,2026-08-04
30366,Salami type danois,Sélénium_µg_100g,,33.6,µg,"USDA FoodData Central (SR Legacy) — Salami, dry or hard, pork, beef",,"Salami type danois ; proxy ""salami, dry or hard, pork, beef"" (style danois non distingué).",Moyen,2026-08-04
30366,Salami type danois,Beta-Carotène_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Salami, dry or hard, pork, beef",,"Salami type danois ; proxy ""salami, dry or hard, pork, beef"" (style danois non distingué).",Moyen,2026-08-04
30746,Saucisse cocktail,Vitamine_E_mg_100g,,0.22,mg,"USDA FoodData Central (SR Legacy) — Sausage, Vienna, canned, chicken, beef, pork",,"Correspondance exacte : saucisse cocktail = ""sausage, Vienna, canned"".",Élevé,2026-08-04
30746,Saucisse cocktail,Beta-Carotène_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Sausage, Vienna, canned, chicken, beef, pork",,"Correspondance exacte : saucisse cocktail = ""sausage, Vienna, canned"".",Élevé,2026-08-04
30766,Saucisse de bière,Vitamine_B9_µg_100g,,3.0,µg,"USDA FoodData Central (SR Legacy) — Beerwurst, beer salami, pork",,"Correspondance exacte : saucisse de bière = ""beerwurst, beer salami, pork"".",Élevé,2026-08-04
30766,Saucisse de bière,Vitamine_D_µg_100g,,0.9,µg,"USDA FoodData Central (SR Legacy) — Beerwurst, beer salami, pork",,"Correspondance exacte : saucisse de bière = ""beerwurst, beer salami, pork"".",Élevé,2026-08-04
30766,Saucisse de bière,Vitamine_B12_µg_100g,,0.87,µg,"USDA FoodData Central (SR Legacy) — Beerwurst, beer salami, pork",,"Correspondance exacte : saucisse de bière = ""beerwurst, beer salami, pork"".",Élevé,2026-08-04
30766,Saucisse de bière,Sélénium_µg_100g,,20.9,µg,"USDA FoodData Central (SR Legacy) — Beerwurst, beer salami, pork",,"Correspondance exacte : saucisse de bière = ""beerwurst, beer salami, pork"".",Élevé,2026-08-04
30134,Saucisse de Francfort,Beta-Carotène_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Frankfurter, pork",,"Correspondance exacte : saucisse de Francfort = ""frankfurter, pork"".",Élevé,2026-08-04
30764,Saucisse de jambon pur porc,Vitamine_E_mg_100g,,0.26,mg,"USDA FoodData Central (SR Legacy) — Bologna, pork",,"Saucisse de jambon pur porc ; proxy ""bologna, pork"" (charcuterie cuite pur porc proche).",Moyen,2026-08-04
30764,Saucisse de jambon pur porc,Vitamine_K1_µg_100g,,0.3,µg,"USDA FoodData Central (SR Legacy) — Bologna, pork",,"Saucisse de jambon pur porc ; proxy ""bologna, pork"" (charcuterie cuite pur porc proche).",Moyen,2026-08-04
30764,Saucisse de jambon pur porc,Vitamine_B9_µg_100g,,5.0,µg,"USDA FoodData Central (SR Legacy) — Bologna, pork",,"Saucisse de jambon pur porc ; proxy ""bologna, pork"" (charcuterie cuite pur porc proche).",Moyen,2026-08-04
30764,Saucisse de jambon pur porc,Vitamine_D_µg_100g,,1.4,µg,"USDA FoodData Central (SR Legacy) — Bologna, pork",,"Saucisse de jambon pur porc ; proxy ""bologna, pork"" (charcuterie cuite pur porc proche).",Moyen,2026-08-04
30764,Saucisse de jambon pur porc,Vitamine_B12_µg_100g,,0.93,µg,"USDA FoodData Central (SR Legacy) — Bologna, pork",,"Saucisse de jambon pur porc ; proxy ""bologna, pork"" (charcuterie cuite pur porc proche).",Moyen,2026-08-04
30764,Saucisse de jambon pur porc,Sélénium_µg_100g,,12.7,µg,"USDA FoodData Central (SR Legacy) — Bologna, pork",,"Saucisse de jambon pur porc ; proxy ""bologna, pork"" (charcuterie cuite pur porc proche).",Moyen,2026-08-04
30764,Saucisse de jambon pur porc,Beta-Carotène_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Bologna, pork",,"Saucisse de jambon pur porc ; proxy ""bologna, pork"" (charcuterie cuite pur porc proche).",Moyen,2026-08-04
30104,Saucisse de Morteau,Vitamine_E_mg_100g,,0.25,mg,"USDA FoodData Central (SR Legacy) — Sausage, smoked link sausage, pork",,"Saucisse de Morteau (fumée, à cuire) ; proxy ""smoked link sausage, pork"" générique.",Moyen,2026-08-04
30104,Saucisse de Morteau,Vitamine_K1_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Sausage, smoked link sausage, pork",,"Saucisse de Morteau (fumée, à cuire) ; proxy ""smoked link sausage, pork"" générique.",Moyen,2026-08-04
30104,Saucisse de Morteau,Vitamine_B9_µg_100g,,1.0,µg,"USDA FoodData Central (SR Legacy) — Sausage, smoked link sausage, pork",,"Saucisse de Morteau (fumée, à cuire) ; proxy ""smoked link sausage, pork"" générique.",Moyen,2026-08-04
30104,Saucisse de Morteau,Vitamine_D_µg_100g,,1.1,µg,"USDA FoodData Central (SR Legacy) — Sausage, smoked link sausage, pork",,"Saucisse de Morteau (fumée, à cuire) ; proxy ""smoked link sausage, pork"" générique.",Moyen,2026-08-04
30104,Saucisse de Morteau,Vitamine_B12_µg_100g,,0.66,µg,"USDA FoodData Central (SR Legacy) — Sausage, smoked link sausage, pork",,"Saucisse de Morteau (fumée, à cuire) ; proxy ""smoked link sausage, pork"" générique.",Moyen,2026-08-04
30104,Saucisse de Morteau,Sélénium_µg_100g,,18.3,µg,"USDA FoodData Central (SR Legacy) — Sausage, smoked link sausage, pork",,"Saucisse de Morteau (fumée, à cuire) ; proxy ""smoked link sausage, pork"" générique.",Moyen,2026-08-04
30104,Saucisse de Morteau,Beta-Carotène_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Sausage, smoked link sausage, pork",,"Saucisse de Morteau (fumée, à cuire) ; proxy ""smoked link sausage, pork"" générique.",Moyen,2026-08-04
30108,Saucisse de Morteau bouillie/cuite à l'eau,Vitamine_E_mg_100g,,0.25,mg,"USDA FoodData Central (SR Legacy) — Sausage, smoked link sausage, pork",,Saucisse de Morteau bouillie/cuite à l'eau ; même proxy.,Moyen,2026-08-04
30108,Saucisse de Morteau bouillie/cuite à l'eau,Vitamine_K1_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Sausage, smoked link sausage, pork",,Saucisse de Morteau bouillie/cuite à l'eau ; même proxy.,Moyen,2026-08-04
30743,"Saucisse de Strasbourg ou knack, à teneur réduite en sel, à cuire",Vitamine_B9_µg_100g,,3.0,µg,"USDA FoodData Central (SR Legacy) — Frankfurter, pork",,"Saucisse de Strasbourg/knack, teneur réduite en sel ; proxy frankfurter pur porc (teneur réduite en sel non distinguée).",Moyen,2026-08-04
30743,"Saucisse de Strasbourg ou knack, à teneur réduite en sel, à cuire",Vitamine_B12_µg_100g,,0.49,µg,"USDA FoodData Central (SR Legacy) — Frankfurter, pork",,"Saucisse de Strasbourg/knack, teneur réduite en sel ; proxy frankfurter pur porc (teneur réduite en sel non distinguée).",Moyen,2026-08-04
30743,"Saucisse de Strasbourg ou knack, à teneur réduite en sel, à cuire",Sélénium_µg_100g,,27.8,µg,"USDA FoodData Central (SR Legacy) — Frankfurter, pork",,"Saucisse de Strasbourg/knack, teneur réduite en sel ; proxy frankfurter pur porc (teneur réduite en sel non distinguée).",Moyen,2026-08-04
30743,"Saucisse de Strasbourg ou knack, à teneur réduite en sel, à cuire",Beta-Carotène_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Frankfurter, pork",,"Saucisse de Strasbourg/knack, teneur réduite en sel ; proxy frankfurter pur porc (teneur réduite en sel non distinguée).",Moyen,2026-08-04
30110,Saucisse de Toulouse crue,Vitamine_E_mg_100g,,0.22,mg,"USDA FoodData Central (SR Legacy) — Sausage, pork, chorizo, link or ground, raw",,"Saucisse de Toulouse crue ; proxy saucisse fraîche de porc crue catégorisée ""chorizo"" par l'USDA mais nutritionnellement représentative d'une saucisse fraîche pur porc.",Moyen,2026-08-04
30110,Saucisse de Toulouse crue,Vitamine_K1_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Sausage, pork, chorizo, link or ground, raw",,"Saucisse de Toulouse crue ; proxy saucisse fraîche de porc crue catégorisée ""chorizo"" par l'USDA mais nutritionnellement représentative d'une saucisse fraîche pur porc.",Moyen,2026-08-04
30110,Saucisse de Toulouse crue,Vitamine_B9_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Sausage, pork, chorizo, link or ground, raw",,"Saucisse de Toulouse crue ; proxy saucisse fraîche de porc crue catégorisée ""chorizo"" par l'USDA mais nutritionnellement représentative d'une saucisse fraîche pur porc.",Moyen,2026-08-04
30110,Saucisse de Toulouse crue,Vitamine_D_µg_100g,,1.5,µg,"USDA FoodData Central (SR Legacy) — Sausage, pork, chorizo, link or ground, raw",,"Saucisse de Toulouse crue ; proxy saucisse fraîche de porc crue catégorisée ""chorizo"" par l'USDA mais nutritionnellement représentative d'une saucisse fraîche pur porc.",Moyen,2026-08-04
30110,Saucisse de Toulouse crue,Vitamine_B12_µg_100g,,2.0,µg,"USDA FoodData Central (SR Legacy) — Sausage, pork, chorizo, link or ground, raw",,"Saucisse de Toulouse crue ; proxy saucisse fraîche de porc crue catégorisée ""chorizo"" par l'USDA mais nutritionnellement représentative d'une saucisse fraîche pur porc.",Moyen,2026-08-04
30110,Saucisse de Toulouse crue,Beta-Carotène_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Sausage, pork, chorizo, link or ground, raw",,"Saucisse de Toulouse crue ; proxy saucisse fraîche de porc crue catégorisée ""chorizo"" par l'USDA mais nutritionnellement représentative d'une saucisse fraîche pur porc.",Moyen,2026-08-04
30011,Saucisse de Toulouse cuite,Vitamine_E_mg_100g,,0.25,mg,"USDA FoodData Central (SR Legacy) — Sausage, Italian, pork, mild, cooked, pan-fried",,Saucisse de Toulouse cuite ; proxy saucisse fraîche de porc cuite.,Moyen,2026-08-04
30011,Saucisse de Toulouse cuite,Vitamine_K1_µg_100g,,3.4,µg,"USDA FoodData Central (SR Legacy) — Sausage, Italian, pork, mild, cooked, pan-fried",,Saucisse de Toulouse cuite ; proxy saucisse fraîche de porc cuite.,Moyen,2026-08-04
30130,Saucisse de volaille façon charcutière,Vitamine_B9_µg_100g,,6.0,µg,"USDA FoodData Central (SR Legacy) — Sausage, chicken, beef, pork, skinless, smoked",,"Saucisse de volaille façon charcutière ; proxy ""sausage, chicken, beef, pork, skinless, smoked"".",Moyen,2026-08-04
30130,Saucisse de volaille façon charcutière,Vitamine_B12_µg_100g,,1.6,µg,"USDA FoodData Central (SR Legacy) — Sausage, chicken, beef, pork, skinless, smoked",,"Saucisse de volaille façon charcutière ; proxy ""sausage, chicken, beef, pork, skinless, smoked"".",Moyen,2026-08-04
30130,Saucisse de volaille façon charcutière,Sélénium_µg_100g,,20.2,µg,"USDA FoodData Central (SR Legacy) — Sausage, chicken, beef, pork, skinless, smoked",,"Saucisse de volaille façon charcutière ; proxy ""sausage, chicken, beef, pork, skinless, smoked"".",Moyen,2026-08-04
30130,Saucisse de volaille façon charcutière,Beta-Carotène_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Sausage, chicken, beef, pork, skinless, smoked",,"Saucisse de volaille façon charcutière ; proxy ""sausage, chicken, beef, pork, skinless, smoked"".",Moyen,2026-08-04
30131,Saucisse de volaille type knack,Vitamine_B9_µg_100g,,6.0,µg,"USDA FoodData Central (SR Legacy) — Sausage, chicken, beef, pork, skinless, smoked",,Saucisse de volaille type knack ; même proxy.,Moyen,2026-08-04
30131,Saucisse de volaille type knack,Vitamine_B12_µg_100g,,1.6,µg,"USDA FoodData Central (SR Legacy) — Sausage, chicken, beef, pork, skinless, smoked",,Saucisse de volaille type knack ; même proxy.,Moyen,2026-08-04
30131,Saucisse de volaille type knack,Sélénium_µg_100g,,20.2,µg,"USDA FoodData Central (SR Legacy) — Sausage, chicken, beef, pork, skinless, smoked",,Saucisse de volaille type knack ; même proxy.,Moyen,2026-08-04
30131,Saucisse de volaille type knack,Beta-Carotène_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Sausage, chicken, beef, pork, skinless, smoked",,Saucisse de volaille type knack ; même proxy.,Moyen,2026-08-04
30102,Saucisse fumée à cuire,Vitamine_E_mg_100g,,0.25,mg,"USDA FoodData Central (SR Legacy) — Sausage, smoked link sausage, pork",,"Correspondance directe : saucisse fumée à cuire = ""smoked link sausage, pork"".",Élevé,2026-08-04
30102,Saucisse fumée à cuire,Vitamine_K1_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Sausage, smoked link sausage, pork",,"Correspondance directe : saucisse fumée à cuire = ""smoked link sausage, pork"".",Élevé,2026-08-04
30102,Saucisse fumée à cuire,Vitamine_B9_µg_100g,,1.0,µg,"USDA FoodData Central (SR Legacy) — Sausage, smoked link sausage, pork",,"Correspondance directe : saucisse fumée à cuire = ""smoked link sausage, pork"".",Élevé,2026-08-04
30102,Saucisse fumée à cuire,Vitamine_D_µg_100g,,1.1,µg,"USDA FoodData Central (SR Legacy) — Sausage, smoked link sausage, pork",,"Correspondance directe : saucisse fumée à cuire = ""smoked link sausage, pork"".",Élevé,2026-08-04
30102,Saucisse fumée à cuire,Vitamine_B12_µg_100g,,0.66,µg,"USDA FoodData Central (SR Legacy) — Sausage, smoked link sausage, pork",,"Correspondance directe : saucisse fumée à cuire = ""smoked link sausage, pork"".",Élevé,2026-08-04
30102,Saucisse fumée à cuire,Sélénium_µg_100g,,18.3,µg,"USDA FoodData Central (SR Legacy) — Sausage, smoked link sausage, pork",,"Correspondance directe : saucisse fumée à cuire = ""smoked link sausage, pork"".",Élevé,2026-08-04
30102,Saucisse fumée à cuire,Beta-Carotène_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Sausage, smoked link sausage, pork",,"Correspondance directe : saucisse fumée à cuire = ""smoked link sausage, pork"".",Élevé,2026-08-04
30309,Saucisse sèche,Vitamine_B9_µg_100g,,2.0,µg,"USDA FoodData Central (SR Legacy) — Salami, dry or hard, pork",,Saucisse sèche ; proxy salami sec/dur pur porc (format proche d'une petite saucisse séchée).,Moyen,2026-08-04
30309,Saucisse sèche,Vitamine_B12_µg_100g,,2.8,µg,"USDA FoodData Central (SR Legacy) — Salami, dry or hard, pork",,Saucisse sèche ; proxy salami sec/dur pur porc (format proche d'une petite saucisse séchée).,Moyen,2026-08-04
30309,Saucisse sèche,Sélénium_µg_100g,,25.4,µg,"USDA FoodData Central (SR Legacy) — Salami, dry or hard, pork",,Saucisse sèche ; proxy salami sec/dur pur porc (format proche d'une petite saucisse séchée).,Moyen,2026-08-04
30750,Saucisse viennoise crue,Vitamine_B12_µg_100g,,1.0,µg,"USDA FoodData Central (SR Legacy) — Sausage, Italian, pork, mild, raw",,"Saucisse viennoise crue ; proxy saucisse fraîche de porc crue (""Italian, pork, mild, raw"").",Moyen,2026-08-04
30750,Saucisse viennoise crue,Sélénium_µg_100g,,11.3,µg,"USDA FoodData Central (SR Legacy) — Sausage, Italian, pork, mild, raw",,"Saucisse viennoise crue ; proxy saucisse fraîche de porc crue (""Italian, pork, mild, raw"").",Moyen,2026-08-04
30750,Saucisse viennoise crue,Beta-Carotène_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Sausage, Italian, pork, mild, raw",,"Saucisse viennoise crue ; proxy saucisse fraîche de porc crue (""Italian, pork, mild, raw"").",Moyen,2026-08-04
30700,Saucisson à l'ail,Vitamine_E_mg_100g,,0.26,mg,"USDA FoodData Central (SR Legacy) — Bologna, pork",,"Saucisson à l'ail (cuit, type cervelas) ; proxy ""bologna, pork"" (charcuterie cuite pur porc proche texture/composition).",Moyen,2026-08-04
30700,Saucisson à l'ail,Vitamine_K1_µg_100g,,0.3,µg,"USDA FoodData Central (SR Legacy) — Bologna, pork",,"Saucisson à l'ail (cuit, type cervelas) ; proxy ""bologna, pork"" (charcuterie cuite pur porc proche texture/composition).",Moyen,2026-08-04
30700,Saucisson à l'ail,Vitamine_B9_µg_100g,,5.0,µg,"USDA FoodData Central (SR Legacy) — Bologna, pork",,"Saucisson à l'ail (cuit, type cervelas) ; proxy ""bologna, pork"" (charcuterie cuite pur porc proche texture/composition).",Moyen,2026-08-04
30700,Saucisson à l'ail,Vitamine_D_µg_100g,,1.4,µg,"USDA FoodData Central (SR Legacy) — Bologna, pork",,"Saucisson à l'ail (cuit, type cervelas) ; proxy ""bologna, pork"" (charcuterie cuite pur porc proche texture/composition).",Moyen,2026-08-04
30700,Saucisson à l'ail,Vitamine_B12_µg_100g,,0.93,µg,"USDA FoodData Central (SR Legacy) — Bologna, pork",,"Saucisson à l'ail (cuit, type cervelas) ; proxy ""bologna, pork"" (charcuterie cuite pur porc proche texture/composition).",Moyen,2026-08-04
30700,Saucisson à l'ail,Sélénium_µg_100g,,12.7,µg,"USDA FoodData Central (SR Legacy) — Bologna, pork",,"Saucisson à l'ail (cuit, type cervelas) ; proxy ""bologna, pork"" (charcuterie cuite pur porc proche texture/composition).",Moyen,2026-08-04
30700,Saucisson à l'ail,Beta-Carotène_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Bologna, pork",,"Saucisson à l'ail (cuit, type cervelas) ; proxy ""bologna, pork"" (charcuterie cuite pur porc proche texture/composition).",Moyen,2026-08-04
30701,Saucisson pur porc cuit,Vitamine_E_mg_100g,,0.26,mg,"USDA FoodData Central (SR Legacy) — Bologna, pork",,Saucisson pur porc cuit ; même proxy.,Moyen,2026-08-04
30701,Saucisson pur porc cuit,Vitamine_K1_µg_100g,,0.3,µg,"USDA FoodData Central (SR Legacy) — Bologna, pork",,Saucisson pur porc cuit ; même proxy.,Moyen,2026-08-04
30701,Saucisson pur porc cuit,Vitamine_B9_µg_100g,,5.0,µg,"USDA FoodData Central (SR Legacy) — Bologna, pork",,Saucisson pur porc cuit ; même proxy.,Moyen,2026-08-04
30701,Saucisson pur porc cuit,Vitamine_D_µg_100g,,1.4,µg,"USDA FoodData Central (SR Legacy) — Bologna, pork",,Saucisson pur porc cuit ; même proxy.,Moyen,2026-08-04
30701,Saucisson pur porc cuit,Vitamine_B12_µg_100g,,0.93,µg,"USDA FoodData Central (SR Legacy) — Bologna, pork",,Saucisson pur porc cuit ; même proxy.,Moyen,2026-08-04
30701,Saucisson pur porc cuit,Sélénium_µg_100g,,12.7,µg,"USDA FoodData Central (SR Legacy) — Bologna, pork",,Saucisson pur porc cuit ; même proxy.,Moyen,2026-08-04
30701,Saucisson pur porc cuit,Beta-Carotène_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Bologna, pork",,Saucisson pur porc cuit ; même proxy.,Moyen,2026-08-04
30314,Saucisson sec allégé en matière grasse,Vitamine_B9_µg_100g,,2.0,µg,"USDA FoodData Central (SR Legacy) — Salami, dry or hard, pork",,Saucisson sec allégé en matière grasse ; même proxy (allègement non reflété par l'USDA).,Moyen,2026-08-04
30314,Saucisson sec allégé en matière grasse,Vitamine_B12_µg_100g,,2.8,µg,"USDA FoodData Central (SR Legacy) — Salami, dry or hard, pork",,Saucisson sec allégé en matière grasse ; même proxy (allègement non reflété par l'USDA).,Moyen,2026-08-04
30314,Saucisson sec allégé en matière grasse,Sélénium_µg_100g,,25.4,µg,"USDA FoodData Central (SR Legacy) — Salami, dry or hard, pork",,Saucisson sec allégé en matière grasse ; même proxy (allègement non reflété par l'USDA).,Moyen,2026-08-04
30308,Saucisson sec de Lyon pur porc,Vitamine_B9_µg_100g,,2.0,µg,"USDA FoodData Central (SR Legacy) — Salami, dry or hard, pork",,Correspondance exacte : saucisson sec de Lyon pur porc.,Élevé,2026-08-04
30308,Saucisson sec de Lyon pur porc,Vitamine_B12_µg_100g,,2.8,µg,"USDA FoodData Central (SR Legacy) — Salami, dry or hard, pork",,Correspondance exacte : saucisson sec de Lyon pur porc.,Élevé,2026-08-04
30308,Saucisson sec de Lyon pur porc,Sélénium_µg_100g,,25.4,µg,"USDA FoodData Central (SR Legacy) — Salami, dry or hard, pork",,Correspondance exacte : saucisson sec de Lyon pur porc.,Élevé,2026-08-04
12112,Abondance,Vitamine_E_mg_100g,,0.28,mg,"USDA FoodData Central (SR Legacy) — Cheese, gruyere",,Abondance (pâte pressée cuite type gruyère de Savoie) ; proxy gruyère (famille de fromages alpins à pâte cuite la plus proche chez l'USDA).,Moyen,2026-08-04
12105,Beaufort,Vitamine_E_mg_100g,,0.28,mg,"USDA FoodData Central (SR Legacy) — Cheese, gruyere",,Beaufort (pâte pressée cuite type gruyère) ; même proxy.,Moyen,2026-08-04
12105,Beaufort,Vitamine_K1_µg_100g,,2.7,µg,"USDA FoodData Central (SR Legacy) — Cheese, gruyere",,Beaufort (pâte pressée cuite type gruyère) ; même proxy.,Moyen,2026-08-04
12105,Beaufort,Vitamine_B9_µg_100g,,10.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, gruyere",,Beaufort (pâte pressée cuite type gruyère) ; même proxy.,Moyen,2026-08-04
12105,Beaufort,Vitamine_D_µg_100g,,0.6,µg,"USDA FoodData Central (SR Legacy) — Cheese, gruyere",,Beaufort (pâte pressée cuite type gruyère) ; même proxy.,Moyen,2026-08-04
12105,Beaufort,Vitamine_B12_µg_100g,,1.6,µg,"USDA FoodData Central (SR Legacy) — Cheese, gruyere",,Beaufort (pâte pressée cuite type gruyère) ; même proxy.,Moyen,2026-08-04
12526,Bleu de Gex ou fromage bleu du Haut-Jura ou bleu de Septmoncel,Vitamine_E_mg_100g,,0.25,mg,"USDA FoodData Central (SR Legacy) — Cheese, blue",,"Bleu de Gex ; correspondance de type ""blue cheese"".",Élevé,2026-08-04
12526,Bleu de Gex ou fromage bleu du Haut-Jura ou bleu de Septmoncel,Vitamine_K1_µg_100g,,2.4,µg,"USDA FoodData Central (SR Legacy) — Cheese, blue",,"Bleu de Gex ; correspondance de type ""blue cheese"".",Élevé,2026-08-04
12526,Bleu de Gex ou fromage bleu du Haut-Jura ou bleu de Septmoncel,Vitamine_B9_µg_100g,,36.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, blue",,"Bleu de Gex ; correspondance de type ""blue cheese"".",Élevé,2026-08-04
12526,Bleu de Gex ou fromage bleu du Haut-Jura ou bleu de Septmoncel,Vitamine_D_µg_100g,,0.5,µg,"USDA FoodData Central (SR Legacy) — Cheese, blue",,"Bleu de Gex ; correspondance de type ""blue cheese"".",Élevé,2026-08-04
12526,Bleu de Gex ou fromage bleu du Haut-Jura ou bleu de Septmoncel,Vitamine_B12_µg_100g,,1.22,µg,"USDA FoodData Central (SR Legacy) — Cheese, blue",,"Bleu de Gex ; correspondance de type ""blue cheese"".",Élevé,2026-08-04
12526,Bleu de Gex ou fromage bleu du Haut-Jura ou bleu de Septmoncel,Sélénium_µg_100g,,14.5,µg,"USDA FoodData Central (SR Legacy) — Cheese, blue",,"Bleu de Gex ; correspondance de type ""blue cheese"".",Élevé,2026-08-04
12526,Bleu de Gex ou fromage bleu du Haut-Jura ou bleu de Septmoncel,Beta-Carotène_µg_100g,,74.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, blue",,"Bleu de Gex ; correspondance de type ""blue cheese"".",Élevé,2026-08-04
12065,"Bouchée apéritive de fromage au lait de vache non affiné, fourrée ou enrobée",Vitamine_E_mg_100g,,0.86,mg,"USDA FoodData Central (SR Legacy) — Cheese, cream",,"Bouchée apéritive de fromage au lait de vache non affiné, fourrée ; proxy fromage frais type cream cheese (produit non affiné).",Moyen,2026-08-04
12065,"Bouchée apéritive de fromage au lait de vache non affiné, fourrée ou enrobée",Vitamine_B9_µg_100g,,9.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, cream",,"Bouchée apéritive de fromage au lait de vache non affiné, fourrée ; proxy fromage frais type cream cheese (produit non affiné).",Moyen,2026-08-04
12064,Boulette d'Avesne,Vitamine_E_mg_100g,,0.23,mg,"USDA FoodData Central (SR Legacy) — Cheese, limburger",,"Boulette d'Avesne (pâte molle croûte lavée, très affinée) ; proxy limburger (fromage à croûte lavée le plus proche chez l'USDA).",Moyen,2026-08-04
12064,Boulette d'Avesne,Beta-Carotène_µg_100g,,15.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, limburger",,"Boulette d'Avesne (pâte molle croûte lavée, très affinée) ; proxy limburger (fromage à croûte lavée le plus proche chez l'USDA).",Moyen,2026-08-04
12021,Brie de Meaux,Vitamine_E_mg_100g,,0.24,mg,"USDA FoodData Central (SR Legacy) — Cheese, brie",,Correspondance exacte : brie de Meaux.,Élevé,2026-08-04
12022,Brie de Melun,Vitamine_E_mg_100g,,0.24,mg,"USDA FoodData Central (SR Legacy) — Cheese, brie",,Correspondance exacte : brie de Melun.,Élevé,2026-08-04
12020,"Brie, sans précision",Vitamine_E_mg_100g,,0.24,mg,"USDA FoodData Central (SR Legacy) — Cheese, brie",,"Correspondance exacte : brie, sans précision.",Élevé,2026-08-04
12059,"Brocciu ou brucciu corse, fromage à base de lactosérum de brebis et/ou de chèvre non affiné",Vitamine_E_mg_100g,,0.11,mg,"USDA FoodData Central (SR Legacy) — Cheese, ricotta, whole milk",,Brocciu corse (fromage de lactosérum non affiné) ; proxy ricotta (même principe de fabrication à base de petit-lait).,Moyen,2026-08-04
12059,"Brocciu ou brucciu corse, fromage à base de lactosérum de brebis et/ou de chèvre non affiné",Vitamine_K1_µg_100g,,1.1,µg,"USDA FoodData Central (SR Legacy) — Cheese, ricotta, whole milk",,Brocciu corse (fromage de lactosérum non affiné) ; proxy ricotta (même principe de fabrication à base de petit-lait).,Moyen,2026-08-04
12059,"Brocciu ou brucciu corse, fromage à base de lactosérum de brebis et/ou de chèvre non affiné",Vitamine_B9_µg_100g,,4.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, ricotta, whole milk",,Brocciu corse (fromage de lactosérum non affiné) ; proxy ricotta (même principe de fabrication à base de petit-lait).,Moyen,2026-08-04
12059,"Brocciu ou brucciu corse, fromage à base de lactosérum de brebis et/ou de chèvre non affiné",Vitamine_D_µg_100g,,0.2,µg,"USDA FoodData Central (SR Legacy) — Cheese, ricotta, whole milk",,Brocciu corse (fromage de lactosérum non affiné) ; proxy ricotta (même principe de fabrication à base de petit-lait).,Moyen,2026-08-04
12059,"Brocciu ou brucciu corse, fromage à base de lactosérum de brebis et/ou de chèvre non affiné",Vitamine_B12_µg_100g,,0.85,µg,"USDA FoodData Central (SR Legacy) — Cheese, ricotta, whole milk",,Brocciu corse (fromage de lactosérum non affiné) ; proxy ricotta (même principe de fabrication à base de petit-lait).,Moyen,2026-08-04
12059,"Brocciu ou brucciu corse, fromage à base de lactosérum de brebis et/ou de chèvre non affiné",Sélénium_µg_100g,,5.9,µg,"USDA FoodData Central (SR Legacy) — Cheese, ricotta, whole milk",,Brocciu corse (fromage de lactosérum non affiné) ; proxy ricotta (même principe de fabrication à base de petit-lait).,Moyen,2026-08-04
